method,budget,fold,metric,value,mean,std,min,max,n_folds
Random,50,3,selection_time_sec,0.0,,,,,
Random,50,3,inference_time_sec,0.004015445709228516,,,,,
Random,50,3,n_selected,50.0,,,,,
Random,50,3,total_cost,7170.0,,,,,
Random,5,,coverage_90,0.9326854605666139,0.9326854605666139,0.035468965230861405,0.8835341365461847,0.9659318637274549,3.0
Random,5,,expected_loss_gbp,6524.485168713225,6524.485168713225,17.54017339777891,6501.650367941585,6544.293959301262,3.0
Random,5,,inference_time_sec,0.003969987233479817,0.003969987233479817,0.0008199381050923414,0.0029935836791992188,0.004999876022338867,3.0
Random,5,,mae,0.3570962677637291,0.3570962677637291,0.05230516771698403,0.290609330773637,0.4184175079315661,3.0
Random,5,,morans_i,0.7583167876847794,0.7583167876847794,0.0454074958713525,0.7151825165364045,0.8210826733775589,3.0
Random,5,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Random,5,,msse,0.7386461240049084,0.7386461240049084,0.23203053654002714,0.48752441357325216,1.0471295577696649,3.0
Random,5,,n_selected,5.0,5.0,0.0,5.0,5.0,3.0
Random,5,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Random,5,,r2,0.20153473565526328,0.20153473565526328,0.04842662939595207,0.13340989748685206,0.24167683157094344,3.0
Random,5,,rmse,0.4895759819903267,0.4895759819903267,0.08119998048783991,0.3984378066249401,0.5956473835968643,3.0
Random,5,,selection_time_sec,0.0013328393300374348,0.0013328393300374348,0.001247362567433362,0.0,0.003000020980834961,3.0
Random,5,,total_cost,910.0,910.0,0.0,910.0,910.0,3.0
Random,10,,coverage_90,0.9332382521641817,0.9332382521641817,0.03572454149280377,0.8835341365461847,0.9659318637274549,3.0
Random,10,,expected_loss_gbp,6509.505181210392,6509.505181210392,8.521398675874469,6500.629028921693,6521.002421150876,3.0
Random,10,,inference_time_sec,0.003339370091756185,0.003339370091756185,0.0004684488194171357,0.003007173538208008,0.0040018558502197266,3.0
Random,10,,mae,0.3559906501340174,0.3559906501340174,0.05291897517330101,0.28975983611648254,0.41928446591494684,3.0
Random,10,,morans_i,0.756285554373021,0.756285554373021,0.04631166522039267,0.7146602798363083,0.820889262569548,3.0
Random,10,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Random,10,,msse,0.742030770066568,0.742030770066568,0.23569390413208738,0.4874750044614022,1.0556643512403419,3.0
Random,10,,n_selected,10.0,10.0,0.0,10.0,10.0,3.0
Random,10,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Random,10,,r2,0.20654021523107746,0.20654021523107746,0.0548423411352029,0.13034719403053685,0.2571862761035858,3.0
Random,10,,rmse,0.4880785868228789,0.4880785868228789,0.08223737575708409,0.39777282086200294,0.5966990239769447,3.0
Random,10,,selection_time_sec,0.0006614526112874349,0.0006614526112874349,0.00046771771802510485,0.0,0.0009925365447998047,3.0
Random,10,,total_cost,1490.0,1490.0,0.0,1490.0,1490.0,3.0
Random,15,,coverage_90,0.9330038059028137,0.9330038059028137,0.039676150531452174,0.8775100401606426,0.9679358717434869,3.0
Random,15,,expected_loss_gbp,6526.372915016723,6526.372915016723,14.855558785597317,6505.403643076173,6537.974988216083,3.0
Random,15,,inference_time_sec,0.004003604253133138,0.004003604253133138,3.6850049080434256e-06,0.004000425338745117,0.004008769989013672,3.0
Random,15,,mae,0.35050487534560054,0.35050487534560054,0.05410320527838158,0.2852090315517878,0.41769371239443287,3.0
Random,15,,morans_i,0.7524377536190531,0.7524377536190531,0.050639598540483916,0.7131150867103133,0.823933914273871,3.0
Random,15,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Random,15,,msse,0.7290266583656219,0.7290266583656219,0.24183719022289435,0.4784771838706942,1.0559113172069727,3.0
Random,15,,n_selected,15.0,15.0,0.0,15.0,15.0,3.0
Random,15,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Random,15,,r2,0.22622475752858295,0.22622475752858295,0.06851907646055938,0.1317369258578135,0.29207869776290996,3.0
Random,15,,rmse,0.48221693581717834,0.48221693581717834,0.08509737604268555,0.391830715650626,0.5962220616900533,3.0
Random,15,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Random,15,,total_cost,2370.0,2370.0,0.0,2370.0,2370.0,3.0
Random,20,,coverage_90,0.9354767064415817,0.9354767064415817,0.03380059381679742,0.8895582329317269,0.969939879759519,3.0
Random,20,,expected_loss_gbp,6525.6029532972,6525.6029532972,33.97360732258378,6488.444455589116,6570.559152843512,3.0
Random,20,,inference_time_sec,0.0033089319864908853,0.0033089319864908853,0.0004427783430994532,0.002991914749145508,0.003935098648071289,3.0
Random,20,,mae,0.343655539750896,0.343655539750896,0.048611593540850526,0.28228051412924426,0.4011658080564037,3.0
Random,20,,morans_i,0.7469922655238411,0.7469922655238411,0.048939328661888645,0.7027340750694292,0.815202769888467,3.0
Random,20,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Random,20,,msse,0.7142656217323761,0.7142656217323761,0.21071792319735794,0.48503310758678975,0.9937830782513274,3.0
Random,20,,n_selected,20.0,20.0,0.0,20.0,20.0,3.0
Random,20,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Random,20,,r2,0.24737308110066525,0.24737308110066525,0.04649495757426713,0.18317695353746744,0.29179244855381514,3.0
Random,20,,rmse,0.4751890940662575,0.4751890940662575,0.07832058133855246,0.38858563164841053,0.5782909123549139,3.0
Random,20,,selection_time_sec,0.00033513704935709637,0.00033513704935709637,0.00047395536045450703,0.0,0.001005411148071289,3.0
Random,20,,total_cost,3120.0,3120.0,0.0,3120.0,3120.0,3.0
Random,30,,coverage_90,0.9434462109564157,0.9434462109564157,0.038215117700195915,0.8895582329317269,0.9739478957915831,3.0
Random,30,,expected_loss_gbp,6495.305829769125,6495.305829769125,20.707506387491133,6466.487243955062,6514.222679102879,3.0
Random,30,,inference_time_sec,0.003331899642944336,0.003331899642944336,0.0004781894978095631,0.0029752254486083984,0.004007816314697266,3.0
Random,30,,mae,0.332297578755899,0.332297578755899,0.04548344022135812,0.27702835080631333,0.388429549326477,3.0
Random,30,,morans_i,0.7366990496570378,0.7366990496570378,0.05160091297966742,0.697699036617643,0.8096146959061075,3.0
Random,30,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Random,30,,msse,0.6827810922702285,0.6827810922702285,0.21326184517955915,0.47011203142172625,0.9743177415604565,3.0
Random,30,,n_selected,30.0,30.0,0.0,30.0,30.0,3.0
Random,30,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Random,30,,r2,0.28854246024964264,0.28854246024964264,0.06298497710221324,0.21271429343023351,0.3669315711263593,3.0
Random,30,,rmse,0.46165830332695995,0.46165830332695995,0.07775037952918577,0.38356049655298385,0.5677387791870719,3.0
Random,30,,selection_time_sec,0.0006669362386067709,0.0006669362386067709,0.00047159517711601586,0.0,0.0010006427764892578,3.0
Random,30,,total_cost,4280.0,4280.0,0.0,4280.0,4280.0,3.0
Random,40,,coverage_90,0.939458775957344,0.939458775957344,0.03891155165542142,0.8855421686746988,0.9759519038076152,3.0
Random,40,,expected_loss_gbp,6484.297161880721,6484.297161880721,65.48290075120677,6413.098142114239,6571.18058858403,3.0
Random,40,,inference_time_sec,0.003651142120361328,0.003651142120361328,0.00048037673598606357,0.0029718875885009766,0.00400090217590332,3.0
Random,40,,mae,0.32949056241654234,0.32949056241654234,0.04996949784988659,0.2669001037120822,0.3891979710661914,3.0
Random,40,,morans_i,0.7295370807643301,0.7295370807643301,0.06010602471234154,0.6774934456929005,0.813762818670539,3.0
Random,40,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Random,40,,msse,0.6861445413122333,0.6861445413122333,0.2295086708258148,0.432599522412567,0.9884093227278833,3.0
Random,40,,n_selected,40.0,40.0,0.0,40.0,40.0,3.0
Random,40,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Random,40,,r2,0.3077779649507787,0.3077779649507787,0.07069020773350997,0.2081997925375022,0.3652350944693723,3.0
Random,40,,rmse,0.4565369467878442,0.4565369467878442,0.08450861994176496,0.3659902866028193,0.5693642331945188,3.0
Random,40,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Random,40,,total_cost,5670.0,5670.0,0.0,5670.0,5670.0,3.0
Random,50,,coverage_90,0.9386755622108903,0.9386755622108903,0.037967354047311046,0.8855421686746988,0.9719438877755511,3.0
Random,50,,expected_loss_gbp,6447.9530179139665,6447.9530179139665,10.021649490223128,6438.594814801888,6461.849939908816,3.0
Random,50,,inference_time_sec,0.004002968470255534,0.004002968470255534,9.056419683336069e-06,0.0039942264556884766,0.004015445709228516,3.0
Random,50,,mae,0.33184059322101694,0.33184059322101694,0.04599192806658959,0.275935610715382,0.3885830283641412,3.0
Random,50,,morans_i,0.7401247420175069,0.7401247420175069,0.052170779271734725,0.698874725463375,0.8137262773178026,3.0
Random,50,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Random,50,,msse,0.7063890836283256,0.7063890836283256,0.21912100332220258,0.48498745845888946,1.0048584010924362,3.0
Random,50,,n_selected,50.0,50.0,0.0,50.0,50.0,3.0
Random,50,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Random,50,,r2,0.2851287647517475,0.2851287647517475,0.06242010374742766,0.21064028642877286,0.36339743536091307,3.0
Random,50,,rmse,0.4627244745113119,0.4627244745113119,0.07752927897972156,0.3848028600140436,0.5684861061880739,3.0
Random,50,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Random,50,,total_cost,7170.0,7170.0,0.0,7170.0,7170.0,3.0
Uniform,5,,coverage_90,0.9466197675376327,0.9466197675376327,0.02393281736900365,0.9156626506024096,0.9739478957915831,3.0
Uniform,5,,expected_loss_gbp,6485.094941276128,6485.094941276128,37.4170551513,6434.952463275532,6524.806977702214,3.0
Uniform,5,,inference_time_sec,0.004676024119059245,0.004676024119059245,0.001696698737559455,0.0029973983764648438,0.0070002079010009766,3.0
Uniform,5,,mae,0.3441197235383682,0.3441197235383682,0.04469315410777283,0.28129910599982383,0.3815628214808708,3.0
Uniform,5,,morans_i,0.7360820340046068,0.7360820340046068,0.04113184382719447,0.6834150169861144,0.7838020301571629,3.0
Uniform,5,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Uniform,5,,msse,0.6723267526404845,0.6723267526404845,0.1790103425854844,0.4408707036991598,0.8768699063696919,3.0
Uniform,5,,n_selected,5.0,5.0,0.0,5.0,5.0,3.0
Uniform,5,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Uniform,5,,r2,0.27565057770399465,0.27565057770399465,0.037199872464695076,0.22503822134083062,0.31338807941167135,3.0
Uniform,5,,rmse,0.4652202999215058,0.4652202999215058,0.06757657465633392,0.3761272636770154,0.539711990158435,3.0
Uniform,5,,selection_time_sec,0.00033322970072428387,0.00033322970072428387,0.0004712579621498098,0.0,0.0009996891021728516,3.0
Uniform,5,,total_cost,830.0,830.0,0.0,830.0,830.0,3.0
Uniform,10,,coverage_90,0.9478678496943402,0.9478678496943402,0.02415430010853938,0.9216867469879518,0.9799599198396793,3.0
Uniform,10,,expected_loss_gbp,6583.13668548768,6583.13668548768,21.663635129285943,6552.523921529628,6599.498360155348,3.0
Uniform,10,,inference_time_sec,0.0030145645141601562,0.0030145645141601562,2.273201647582807e-05,0.0029916763305664062,0.0030455589294433594,3.0
Uniform,10,,mae,0.3373431507536416,0.3373431507536416,0.05007629192586167,0.2665488103541659,0.37434454821862284,3.0
Uniform,10,,morans_i,0.7330106964480644,0.7330106964480644,0.045809062078335676,0.6701563061197814,0.7780283097474251,3.0
Uniform,10,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Uniform,10,,msse,0.657309663983127,0.657309663983127,0.17281780861598586,0.42299201657961605,0.8346384349069816,3.0
Uniform,10,,n_selected,10.0,10.0,0.0,10.0,10.0,3.0
Uniform,10,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Uniform,10,,r2,0.2971746077661952,0.2971746077661952,0.06533632637683703,0.20856694892223426,0.3641668794501519,3.0
Uniform,10,,rmse,0.45831797423032095,0.45831797423032095,0.07038796794323837,0.3619517812360568,0.5281081686957528,3.0
Uniform,10,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Uniform,10,,total_cost,1670.0,1670.0,0.0,1670.0,1670.0,3.0
Uniform,15,,coverage_90,0.9422540459447938,0.9422540459447938,0.03249390425933227,0.8975903614457831,0.9739478957915831,3.0
Uniform,15,,expected_loss_gbp,6546.331539568349,6546.331539568349,12.327175188035744,6534.049656499307,6563.187208508809,3.0
Uniform,15,,inference_time_sec,0.0033197402954101562,0.0033197402954101562,0.00045518800361242094,0.002996206283569336,0.003963470458984375,3.0
Uniform,15,,mae,0.34148929669100503,0.34148929669100503,0.05426835354065129,0.26877363682215877,0.3991052051227519,3.0
Uniform,15,,morans_i,0.7356224142870684,0.7356224142870684,0.05727768222526877,0.6705846362483296,0.8099583440014239,3.0
Uniform,15,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Uniform,15,,msse,0.6859491852033871,0.6859491852033871,0.22274264294619975,0.42763096936434913,0.9712338900130044,3.0
Uniform,15,,n_selected,15.0,15.0,0.0,15.0,15.0,3.0
Uniform,15,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Uniform,15,,r2,0.2772365403400439,0.2772365403400439,0.060987470640328785,0.2016119684724672,0.3509640105284305,3.0
Uniform,15,,rmse,0.46673009235722834,0.46673009235722834,0.08416101536816677,0.36569037904344326,0.5717278987901752,3.0
Uniform,15,,selection_time_sec,0.0003326733907063802,0.0003326733907063802,0.00047047122097760647,0.0,0.0009980201721191406,3.0
Uniform,15,,total_cost,2680.0,2680.0,0.0,2680.0,2680.0,3.0
Uniform,20,,coverage_90,0.9388301335099084,0.9388301335099084,0.021311689719075214,0.9096385542168675,0.9599198396793587,3.0
Uniform,20,,expected_loss_gbp,6504.824709529821,6504.824709529821,41.759791540815684,6449.171175633579,6549.7638523487385,3.0
Uniform,20,,inference_time_sec,0.003667036692301432,0.003667036692301432,0.000470808556746706,0.0030012130737304688,0.004000425338745117,3.0
Uniform,20,,mae,0.34358774494986105,0.34358774494986105,0.046743891752395794,0.2811972777823409,0.3937054342200135,3.0
Uniform,20,,morans_i,0.7419691008405893,0.7419691008405893,0.04368503310636126,0.6931750721671489,0.7991827306429151,3.0
Uniform,20,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Uniform,20,,msse,0.7076473671270888,0.7076473671270888,0.17906127048250167,0.5047379613477952,0.9403089206950898,3.0
Uniform,20,,n_selected,20.0,20.0,0.0,20.0,20.0,3.0
Uniform,20,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Uniform,20,,r2,0.25950365034084016,0.25950365034084016,0.024583507638192992,0.23136373850070813,0.29125501720341407,3.0
Uniform,20,,rmse,0.4710961601992067,0.4710961601992067,0.0730110436265226,0.3821414469580481,0.5609741003104022,3.0
Uniform,20,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Uniform,20,,total_cost,3240.0,3240.0,0.0,3240.0,3240.0,3.0
Uniform,30,,coverage_90,0.9420276479083899,0.9420276479083899,0.02725112142827146,0.9036144578313253,0.9639278557114228,3.0
Uniform,30,,expected_loss_gbp,6535.510138477701,6535.510138477701,19.206842754865974,6514.55754261396,6560.956264659865,3.0
Uniform,30,,inference_time_sec,0.003973245620727539,0.003973245620727539,3.776357626576105e-05,0.003919839859008789,0.003999948501586914,3.0
Uniform,30,,mae,0.32883170465145284,0.32883170465145284,0.04246205778428896,0.2758789796354522,0.37983450619876963,3.0
Uniform,30,,morans_i,0.7341335699719916,0.7341335699719916,0.044456046527670226,0.6983716737917867,0.7967953755293508,3.0
Uniform,30,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Uniform,30,,msse,0.6744345421554772,0.6744345421554772,0.1989135370533462,0.4821575472365274,0.9483989678518462,3.0
Uniform,30,,n_selected,30.0,30.0,0.0,30.0,30.0,3.0
Uniform,30,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Uniform,30,,r2,0.30231585750373063,0.30231585750373063,0.04876754991928556,0.24865215309885536,0.36666525240094827,3.0
Uniform,30,,rmse,0.45681218541144314,0.45681218541144314,0.07231904683624,0.38204029684788215,0.5546294155758873,3.0
Uniform,30,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Uniform,30,,total_cost,4520.0,4520.0,0.0,4520.0,4520.0,3.0
Uniform,40,,coverage_90,0.9614292355549011,0.9614292355549011,0.01248294900068957,0.9477911646586346,0.9779559118236473,3.0
Uniform,40,,expected_loss_gbp,6461.777201444928,6461.777201444928,69.1865546330022,6365.73199093989,6525.975627148364,3.0
Uniform,40,,inference_time_sec,0.003979285558064778,0.003979285558064778,0.0008237075946381532,0.002988100051879883,0.0050048828125,3.0
Uniform,40,,mae,0.30776835859335655,0.30776835859335655,0.02998172639798509,0.2694628076841247,0.3426650044063259,3.0
Uniform,40,,morans_i,0.6949273687431039,0.6949273687431039,0.017243477142363843,0.6734199229999308,0.7156349144552973,3.0
Uniform,40,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Uniform,40,,msse,0.575023073844538,0.575023073844538,0.1038885981508822,0.4282345518930011,0.6538125740268295,3.0
Uniform,40,,n_selected,40.0,40.0,0.0,40.0,40.0,3.0
Uniform,40,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Uniform,40,,r2,0.3983912310695395,0.3983912310695395,0.08265260971464786,0.3177249762145917,0.5119834694301957,3.0
Uniform,40,,rmse,0.4195961269276251,0.4195961269276251,0.04104324462448921,0.3615820405063771,0.45021445114709574,3.0
Uniform,40,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Uniform,40,,total_cost,5560.0,5560.0,0.0,5560.0,5560.0,3.0
Uniform,50,,coverage_90,0.9665468588945826,0.9665468588945826,0.01274857797754841,0.9538152610441767,0.9839679358717435,3.0
Uniform,50,,expected_loss_gbp,6421.42651289534,6421.42651289534,155.36363426204588,6218.96677935161,6596.577489620435,3.0
Uniform,50,,inference_time_sec,0.00365598996480306,0.00365598996480306,0.00046015618920126954,0.0030059814453125,0.004008054733276367,3.0
Uniform,50,,mae,0.2871399919530076,0.2871399919530076,0.04579957747469723,0.22451412706111384,0.33276734825036713,3.0
Uniform,50,,morans_i,0.6434522885519821,0.6434522885519821,0.06435456006496226,0.5536850678851716,0.701322379241872,3.0
Uniform,50,,morans_pval,0.001,0.001,0.0,0.001,0.001,3.0
Uniform,50,,msse,0.5011019752364788,0.5011019752364788,0.12960919698247633,0.3180071591098707,0.6000677486410304,3.0
Uniform,50,,n_selected,50.0,50.0,0.0,50.0,50.0,3.0
Uniform,50,,n_test,533.3333333333334,533.3333333333334,49.2634640366356,498.0,603.0,3.0
Uniform,50,,r2,0.49827747198664857,0.49827747198664857,0.0985933512517659,0.3588660513595111,0.5700604920083852,3.0
Uniform,50,,rmse,0.3850168421523213,0.3850168421523213,0.06116377150024138,0.29906879455097074,0.4364294826250344,3.0
Uniform,50,,selection_time_sec,0.0,0.0,0.0,0.0,0.0,3.0
Uniform,50,,total_cost,7760.0,7760.0,0.0,7760.0,7760.0,3.0
