method,budget,fold,instance_id,metric,value,mean,std,min,max,n_folds
greedy_evi,1,1,fold1-budget1,rmse,87752.57224396557,,,,,
greedy_evi,1,1,fold1-budget1,mae,64901.82428970938,,,,,
greedy_evi,1,1,fold1-budget1,r2,-0.0016340853386185294,,,,,
greedy_evi,1,1,fold1-budget1,expected_loss_gbp,15678.798747787698,,,,,
greedy_evi,1,1,fold1-budget1,coverage_90,0.010526315789473684,,,,,
greedy_evi,1,1,fold1-budget1,msse,77188.56050942559,,,,,
greedy_evi,1,1,fold1-budget1,n_test,95.0,,,,,
greedy_evi,1,1,fold1-budget1,roi,-1.0,,,,,
greedy_evi,1,1,fold1-budget1,cost_efficiency,0.0,,,,,
greedy_evi,1,1,fold1-budget1,prior_loss_gbp,66015.99472752714,,,,,
greedy_evi,1,1,fold1-budget1,posterior_loss_gbp,66015.99472752714,,,,,
greedy_evi,1,1,fold1-budget1,savings_gbp,0.0,,,,,
greedy_evi,1,1,fold1-budget1,total_cost,30.0,,,,,
greedy_evi,1,1,fold1-budget1,prior_loss_test_only,15678.798747787698,,,,,
greedy_evi,1,1,fold1-budget1,domain_scale_factor,4.2105263157894735,,,,,
greedy_evi,1,1,fold1-budget1,n_near_threshold,95.0,,,,,
greedy_evi,1,1,fold1-budget1,fraction_near_threshold,1.0,,,,,
greedy_evi,1,1,fold1-budget1,prior_loss_near_threshold,66015.99472752714,,,,,
greedy_evi,1,1,fold1-budget1,posterior_loss_near_threshold,66015.99472752714,,,,,
greedy_evi,1,1,fold1-budget1,savings_near_threshold,0.0,,,,,
greedy_evi,1,1,fold1-budget1,roi_near_threshold,-1.0,,,,,
greedy_evi,1,1,fold1-budget1,ddi_test,1.0,,,,,
greedy_evi,1,1,fold1-budget1,ddi_prior,1.0,,,,,
greedy_evi,1,1,fold1-budget1,action_K,10.0,,,,,
greedy_evi,1,1,fold1-budget1,action_constrained_loss,53410.52631578947,,,,,
greedy_evi,1,1,fold1-budget1,action_regret,37731.72756800178,,,,,
greedy_evi,1,1,fold1-budget1,action_hit_rate,0.10869565217391304,,,,,
greedy_evi,1,1,fold1-budget1,morans_i,-0.024304679302774794,,,,,
greedy_evi,1,1,fold1-budget1,morans_pval,0.754,,,,,
greedy_evi,1,1,fold1-budget1,prior_computation_time_sec,0.01805400848388672,,,,,
greedy_evi,1,1,fold1-budget1,selection_time_sec,0.6009912490844727,,,,,
greedy_evi,1,1,fold1-budget1,inference_time_sec,0.0020737648010253906,,,,,
greedy_evi,1,1,fold1-budget1,total_time_sec,0.6211190223693848,,,,,
greedy_evi,1,1,fold1-budget1,n_selected,1.0,,,,,
greedy_evi,1,1,fold1-budget1,cost_mean,30.0,,,,,
greedy_evi,1,1,fold1-budget1,cost_std,0.0,,,,,
greedy_evi,1,2,fold2-budget1,rmse,38651.711509699955,,,,,
greedy_evi,1,2,fold2-budget1,mae,11575.071977619467,,,,,
greedy_evi,1,2,fold2-budget1,r2,-2.1083213354256003e-05,,,,,
greedy_evi,1,2,fold2-budget1,expected_loss_gbp,14817.976661122142,,,,,
